,id,scaledFeatures,prediction,distance_to_centroid,ISBN,rating
4335,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118597,9
4336,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118678,5
4337,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118716,5
4338,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118783,5
4339,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373119054,7
4340,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,037311916X,6
4341,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373119704,5
4334,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118368,7
4342,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373120125,6
4344,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,037312225X,6
4345,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122306,8
4346,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122373,7
4347,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122446,7
4348,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122616,7
4349,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122675,9
4350,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122721,5
4343,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373121113,7
4351,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,037312273X,8
4333,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118236,5
4331,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118090,5
4313,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373114982,6
4314,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373115083,5
4315,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373116039,7
4316,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373116136,5
4318,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373116446,4
4319,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117043,8
4320,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117078,5
4332,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118120,2
4321,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117213,5
4323,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117477,5
4325,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117620,7
4326,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,037311785X,6
4327,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117922,7
4328,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117965,5
4329,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373118023,6
4330,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,037311804X,7
4322,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373117450,6
4352,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122764,7
4353,164905,"[0.16480316255806918,-0.19232766516250355,-0.9320215889610315,1.5973007895460345,-0.9895948011512721,0.23978928105552538,-0.07398976788165641,1.263461203157208,0.3609173537505669,-2.258060301167278,-0.46931116454321,2.2414701724096577,0.08037620115688889,0.5197667359551872,-0.8810205071217363,-0.2804203917008872,1.6573602529229186,0.18736781823723744,-0.3155318693935224,0.6013127483629361,-1.6627803442139184,-1.2664164172728702,-0.10332301742305787,0.25626906424796864,-0.2776912497927757,-1.2990223726611811,-0.4459605925218923,-0.15554704249145584,2.606089446381793,2.5215191522326372,1.1563185559701123,-1.2637268995312474,-1.2037736943178325,-0.1836896813302212,-0.4951067746492049]",1,5.80671185033512,0373122780,10
