,user_id,ISBN,rating
80062,16795,0671670646,8
80064,16795,0671674633,7
80075,16795,067169507X,7
80080,16795,0671708635,7
80086,16795,0671729411,7
80087,16795,0671729489,9
80089,16795,0671730789,7
80091,16795,0671735098,8
80096,16795,0671737821,5
80101,16795,0671744526,4
80104,16795,0671749013,8
80107,16795,0671759361,8
80108,16795,0671769316,9
80109,16795,0671776126,7
80118,16795,0671799525,9
80134,16795,0671894242,5
80138,16795,0679403558,8
80139,16795,0679412476,8
80142,16795,0679428526,8
80144,16795,067943013X,10
80146,16795,0679437037,7
80147,16795,0679437460,10
80150,16795,0679452532,9
80152,16795,0679457550,5
80157,16795,067973225X,7
80159,16795,0679736379,8
80160,16795,067974388X,8
80162,16795,0679745203,7
80163,16795,0679746048,9
80167,16795,0679770410,8
80170,16795,0679808353,5
80171,16795,0679813438,5
80175,16795,0679870415,6
80181,16795,0679885722,6
80184,16795,0684128195,9
80185,16795,0684801221,8
80187,16795,0684801523,6
80191,16795,0684814153,7
80192,16795,0684814994,9
80194,16795,0684834723,9
80196,16795,0684835614,5
80197,16795,0684835819,8
80201,16795,0684842327,10
80202,16795,068484477X,7
80203,16795,0684845768,7
80204,16795,0684849739,9
80205,16795,068485029X,7
80206,16795,068485080X,9
80208,16795,0684856603,6
80209,16795,0684857340,2
80210,16795,0684859939,8
80211,16795,0684866102,8
80212,16795,0684871262,9
80213,16795,0684874350,7
80215,16795,0688040330,9
80222,16795,0688093043,8
80224,16795,068810312X,8
80225,16795,0688107508,8
80228,16795,0688119344,9
80230,16795,068813128X,7
80231,16795,0688132855,5
80237,16795,0688151175,9
80238,16795,0688151817,5
80242,16795,0688160824,8
80244,16795,0688170528,8
80246,16795,0688172865,9
80247,16795,0688173691,8
80250,16795,0688177867,5
80251,16795,0688180639,8
80256,16795,068971310X,8
80260,16795,0689715811,6
80261,16795,0689716117,7
80263,16795,0689716605,5
80265,16795,0689718616,5
80271,16795,0689814747,5
80275,16795,068982954X,5
80279,16795,0689840810,5
80280,16795,0689841345,5
80282,16795,0689845065,5
80283,16795,0689849109,9
80287,16795,0694006513,5
80290,16795,0694056081,10
80291,16795,0696014300,7
80292,16795,0696025701,7
80293,16795,069602585X,7
80295,16795,0696219166,9
80298,16795,0698114124,5
80309,16795,0736401245,5
80311,16795,0736802053,8
80314,16795,0740704818,9
80315,16795,0743203631,8
80317,16795,0743204735,8
80319,16795,0743211189,8
80320,16795,0743211375,9
80325,16795,0743225791,7
80329,16795,0743235150,10
80330,16795,0743237188,9
80339,16795,0743411323,9
80340,16795,074341134X,10
80343,16795,0743412273,9
80345,16795,0743418174,9
80347,16795,0743418891,8
80351,16795,0743428587,8
80352,16795,0743428595,4
80355,16795,0743430999,7
80363,16795,0743454529,10
80366,16795,0749708042,5
80367,16795,0758200374,7
80369,16795,0761315357,5
80370,16795,0761409033,5
80372,16795,0762101466,5
80373,16795,0762406925,8
80374,16795,0762703245,9
80375,16795,0762709308,8
80376,16795,0763603112,5
80377,16795,0763603368,9
80378,16795,0763605573,5
80379,16795,0763606391,8
80381,16795,0763609099,5
80382,16795,0763609102,5
80384,16795,0764170201,5
80387,16795,0765304058,8
80388,16795,0765341972,6
80392,16795,0767905938,9
80395,16795,0767915054,9
80400,16795,0785271899,8
80402,16795,0785302867,5
80406,16795,0786003111,7
80412,16795,0786011998,9
80423,16795,0786212233,2
80426,16795,0786840684,5
80427,16795,0786860200,9
80432,16795,0786862564,6
80435,16795,0786866845,9
80436,16795,0786867647,10
80438,16795,0786868090,9
80439,16795,0786868716,8
80440,16795,0786869054,9
80441,16795,0786880007,7
80442,16795,078688097X,8
80444,16795,0786881208,7
80445,16795,0786881852,9
80446,16795,0786884592,5
80447,16795,0786885688,7
80448,16795,0786886021,6
80450,16795,0786889020,5
80457,16795,0789436507,6
80459,16795,0789439883,5
80464,16795,0800716779,9
80465,16795,0800717228,9
80467,16795,0800754344,8
80468,16795,0800771710,8
80469,16795,080078412X,6
80471,16795,0802131786,6
80472,16795,0802135196,8
80474,16795,0802726313,7
80476,16795,0803600747,9
80477,16795,0803703740,5
80479,16795,0803718276,5
80480,16795,0803725914,5
80484,16795,0804107432,9
80489,16795,0804110972,7
80493,16795,0804114609,8
80495,16795,0804115613,7
80496,16795,0804116261,7
80497,16795,0804117942,7
80507,16795,0805047042,7
80508,16795,0805047905,5
80512,16795,0805061762,10
80515,16795,0805066128,8
80516,16795,0806968427,8
80517,16795,0807508527,5
80518,16795,0807552933,5
80519,16795,0807553913,5
80522,16795,0807591106,5
80523,16795,0807593664,5
80524,16795,0809425815,7
80526,16795,0811201082,7
80527,16795,0811801802,10
80528,16795,0811802981,9
80532,16795,0811831620,8
80533,16795,0812065530,5
80535,16795,0812093453,7
80548,16795,0812577701,7
80551,16795,0812930304,8
80552,16795,0812930347,7
80553,16795,0812931130,8
80554,16795,0812932358,7
80555,16795,0812967240,8
80556,16795,0812992113,9
80559,16795,0816714630,6
80562,16795,0821218395,7
80572,16795,0821764020,8
80588,16795,0821772333,4
80592,16795,0823405311,5
80593,16795,082340952X,6
80594,16795,0823411338,5
80596,16795,0823415163,5
80607,16795,0836246152,7
80608,16795,0836246322,8
80610,16795,0836270061,8
80611,16795,0842329129,9
80613,16795,0842329242,9
80615,16795,0842329269,9
80617,16795,0842329285,7
80618,16795,084233226X,6
80620,16795,0843107286,5
80621,16795,084313819X,5
80631,16795,0843948574,7
80637,16795,0843950323,4
80641,16795,0848719514,7
80643,16795,0849906032,5
80644,16795,0849911389,8
80646,16795,084991308X,5
80649,16795,0849914787,9
80652,16795,0849937264,7
80653,16795,0849937418,8
80654,16795,0849937809,7
80656,16795,0849976162,7
80659,16795,0866852611,10
80661,16795,0870334662,8
80663,16795,087113795X,8
80667,16795,0871235609,8
80669,16795,0871565471,9
80671,16795,0874776570,6
80675,16795,0875962572,8
80676,16795,0876043570,7
80677,16795,0876057644,8
80679,16795,0877017883,10
80681,16795,0878578730,7
80682,16795,0878685855,5
80683,16795,0879758406,8
80685,16795,0880293225,7
80686,16795,0880702389,7
80688,16795,0880706414,8
80691,16795,088088990X,9
80693,16795,0881069167,5
80695,16795,0882402323,7
80696,16795,0882666231,8
80697,16795,0882704664,7
80698,16795,088365721X,9
80700,16795,0884194051,7
80701,16795,0884861236,7
80707,16795,0890099804,8
80709,16795,0891760377,9
80710,16795,0892561912,5
80711,16795,0892749695,7
80714,16795,0893753564,8
80715,16795,0894718282,7
80716,16795,0894803204,8
80717,16795,0895261537,9
80718,16795,0895261677,9
80719,16795,0895552418,9
80720,16795,0895555484,8
80723,16795,0895771462,8
80725,16795,0896891127,7
80726,16795,0896891135,7
80727,16795,0897210115,7
80728,16795,0897212533,9
80732,16795,0899197027,5
80735,16795,0915099047,8
80736,16795,0916441822,7
80737,16795,0920668887,5
80738,16795,0931432820,8
80741,16795,0940450186,8
80743,16795,0942545699,7
80745,16795,0944203043,7
80746,16795,0959774661,9
80747,16795,0960638881,9
80748,16795,0961519762,5
80750,16795,0963439707,4
80756,16795,0967944406,8
80757,16795,0967976405,9
80758,16795,0971766711,9
80760,16795,1400032717,10
80765,16795,1550374842,5
80767,16795,1551660571,8
80778,16795,1551665182,7
80779,16795,1551665301,9
80794,16795,1551666383,3
80810,16795,1551668696,9
80814,16795,155166884X,8
80815,16795,1551668874,3
80817,16795,1551668947,5
80829,16795,1555216412,8
80830,16795,1555910807,8
80841,16795,1558532161,8
80843,16795,1558743669,10
80844,16795,1558744150,8
80845,16795,1558744215,8
80846,16795,155874424X,8
80848,16795,1558745017,7
80851,16795,1558748865,8
80862,16795,1561707198,7
80863,16795,1561707228,7
80864,16795,1562826905,5
80865,16795,1562920448,8
80867,16795,1563970783,5
80868,16795,1563978679,5
80870,16795,1564024733,5
80872,16795,1564404757,4
80876,16795,1565120299,7
80880,16795,1565121368,9
80881,16795,1565122615,7
80883,16795,1565890310,7
80885,16795,156684097X,7
80886,16795,1567184855,8
80887,16795,1567993869,8
80889,16795,156895428X,8
80891,16795,1569871000,7
80892,16795,1569875189,5
80893,16795,1569875200,5
80894,16795,1569875227,5
80895,16795,1570640157,5
80897,16795,1570761930,8
80900,16795,1572971835,8
80901,16795,1573221112,8
80905,16795,1573223581,8
80906,16795,1573225207,6
80907,16795,1573225835,8
80908,16795,1573225843,4
80910,16795,1573229326,9
80917,16795,1576738574,8
80919,16795,1577591704,5
80922,16795,1579543022,4
80924,16795,1580173314,7
80926,16795,1582970688,5
80929,16795,1586480375,6
80931,16795,1586632434,7
80933,16795,1587172011,5
80934,16795,1588250016,7
80937,16795,1852232641,8
80938,16795,1852839961,9
80939,16795,1855381451,5
80941,16795,1878093312,5
80942,16795,1878399705,9
80944,16795,1878424114,9
80945,16795,1882723007,9
80947,16795,1883953154,7
80948,16795,1889910171,5
84572,17950,0028636406,5
84573,17950,0060168382,5
84574,17950,0060175184,6
84575,17950,0060177888,8
84576,17950,0060192240,5
84590,17950,0064407667,10
84591,17950,0064407675,10
84592,17950,0064407683,10
84593,17950,0064407691,10
84594,17950,0064408639,10
84595,17950,0064408647,10
84596,17950,0064408655,10
84597,17950,0064408663,10
84600,17950,007021316X,5
84601,17950,0070608628,7
84604,17950,0130980056,5
84605,17950,0138961921,9
84608,17950,0140089179,7
84622,17950,014034294X,8
84623,17950,0140346406,9
84628,17950,0140384774,8
84629,17950,014043030X,5
84635,17950,0140620613,5
84641,17950,0141301074,10
84648,17950,0192715097,5
84650,17950,0205126693,5
84651,17950,0276423542,8
84652,17950,0285622714,5
84654,17950,0312033001,5
84658,17950,0316548596,5
84664,17950,0316769487,9
84667,17950,0340253398,6
84672,17950,0345443284,4
84673,17950,0349109435,4
84674,17950,0373980221,5
84680,17950,0375702709,8
84685,17950,038053066X,9
84686,17950,0380730138,3
84690,17950,0380973545,10
84696,17950,038529929X,8
84697,17950,0385304900,5
84698,17950,0385306024,5
84699,17950,0385306032,5
84704,17950,0385317093,5
84708,17950,0385324057,4
84713,17950,0385484518,8
84714,17950,0385490992,5
84715,17950,0385493800,5
84716,17950,0385497466,5
84732,17950,0406565058,5
84734,17950,0425047490,9
84739,17950,0425164403,5
84742,17950,0440211727,5
84743,17950,0440213525,5
84750,17950,0446310786,8
84752,17950,0446355453,5
84755,17950,044651652X,9
84756,17950,0446516538,7
84763,17950,0446605239,6
84765,17950,0446608955,10
84768,17950,0448143917,6
84770,17950,0451118219,5
84773,17950,0451188764,5
84774,17950,0451197119,10
84783,17950,0452282829,5
84787,17950,0517077736,5
84788,17950,0517093146,6
84790,17950,0517182459,5
84803,17950,0553226819,5
84805,17950,0553233386,5
84806,17950,0553233408,5
84807,17950,0553235095,5
84808,17950,0553235109,5
84809,17950,0553235311,5
84810,17950,055323532X,5
84811,17950,0553236962,5
84812,17950,0553239643,5
84813,17950,0553239651,5
84814,17950,055323966X,5
84815,17950,0553240579,5
84816,17950,055324096X,5
84817,17950,055324180X,5
84818,17950,0553241818,5
84819,17950,0553242547,5
84820,17950,055324356X,5
84821,17950,0553243810,5
84822,17950,0553243829,5
84823,17950,0553243837,5
84824,17950,0553243853,5
84825,17950,0553248243,5
84826,17950,055324891X,5
84827,17950,0553249460,5
84828,17950,0553249924,5
84829,17950,0553251317,5
84830,17950,0553251325,5
84831,17950,0553251791,5
84833,17950,0553252976,5
84834,17950,0553252984,5
84835,17950,0553255355,5
84836,17950,0553258842,5
84838,17950,0553261681,5
84839,17950,0553263390,5
84840,17950,0553265660,5
84841,17950,0553265679,5
84842,17950,0553266713,5
84843,17950,0553278118,5
84845,17950,0553284673,10
84846,17950,0553296981,8
84849,17950,0553569155,5
84850,17950,0553573616,10
84853,17950,0590314645,9
84854,17950,0590329243,5
84855,17950,059033252X,5
84860,17950,0670844527,6
84861,17950,0670855030,5
84862,17950,0670865796,7
84863,17950,0670868361,8
84867,17950,0671003682,5
84872,17950,0671437011,9
84888,17950,0671822209,5
84890,17950,0671864173,7
84901,17950,0679446486,8
84908,17950,0679781587,9
84911,17950,0684832178,9
84912,17950,068484267X,5
84914,17950,0684853507,10
84915,17950,0684867621,5
84916,17950,0684874350,8
84917,17950,0688084893,6
84919,17950,0688116752,7
84921,17950,0688149111,5
84922,17950,0688149790,9
84923,17950,0688166911,5
84924,17950,0706411595,5
84925,17950,0710502168,5
84931,17950,0747545774,10
84932,17950,0749309423,5
84933,17950,0749311207,10
84935,17950,0749316780,8
84937,17950,076451640X,5
84940,17950,0785804250,7
84941,17950,0786817070,5
84944,17950,0786889020,5
84948,17950,080411109X,2
84949,17950,080651776X,8
84950,17950,0807282316,10
84951,17950,0810933756,5
84953,17950,0811824829,10
84955,17950,0862882419,7
84957,17950,0883016427,5
84960,17950,0890877467,5
84962,17950,0895770326,5
84965,17950,1405200669,10
84966,17950,1555216633,8
84968,17950,1558743316,10
84970,17950,1558744029,8
84971,17950,1558744150,8
84975,17950,1569579024,5
84977,17950,1572319267,5
84978,17950,1573220205,5
84980,17950,1575662280,7
84981,17950,1840382236,6
84982,17950,1840385006,7
84983,17950,1851523138,5
84985,17950,1853913979,5
84986,17950,1855348829,7
84987,17950,1858051576,5
84988,17950,1858136555,5
84989,17950,1858137098,5
84990,17950,1858137233,5
84992,17950,1858137381,5
84993,17950,1858137438,5
84994,17950,1858137632,5
84995,17950,1858137748,5
84996,17950,1858137845,5
84997,17950,1858137888,5
84998,17950,1858137934,5
84999,17950,1858137942,5
85000,17950,1858138108,5
85001,17950,1858138159,5
85002,17950,1859603157,8
85003,17950,1859603165,8
85004,17950,1859603173,8
85005,17950,1859603181,8
85006,17950,1870838963,8
85008,17950,9813056096,5
85009,17950,9813056363,5
85010,17950,9813056495,9
85011,17950,9813056606,5
85012,17950,9838523283,8
93462,21014,0060174900,3
93463,21014,0060175400,7
93473,21014,0060915544,8
93474,21014,0060921145,8
93476,21014,0060925493,10
93478,21014,0060928336,8
93479,21014,0060928514,5
93484,21014,0060932759,8
93487,21014,0060951788,4
93488,21014,0060959037,8
93493,21014,0061001058,7
93503,21014,0061097640,8
93506,21014,0062510258,9
93507,21014,0062517864,6
93508,21014,0064400018,10
93509,21014,0064400026,10
93510,21014,0064400034,10
93511,21014,0064400042,10
93512,21014,0064400050,10
93513,21014,0064400069,10
93514,21014,0064400077,10
93515,21014,0064400085,10
93516,21014,006440031X,10
93517,21014,0064400557,10
93519,21014,006440188X,9
93520,21014,0064407667,8
93529,21014,0070212570,8
93538,21014,0140177361,7
93539,21014,014017737X,7
93540,21014,0140177396,8
93542,21014,014023313X,3
93549,21014,0140293248,8
93550,21014,014029628X,8
93554,21014,0140374248,9
93556,21014,0141301120,9
93557,21014,0141301155,10
93558,21014,014200006X,6
93560,21014,0142000663,9
93563,21014,0142004235,10
93564,21014,0151002290,7
93568,21014,0152047336,9
93569,21014,0152047379,10
93570,21014,0156005328,6
93573,21014,0156011042,6
93579,21014,0312099436,8
93583,21014,0312195516,9
93589,21014,0312278586,7
93591,21014,0312305060,8
93594,21014,0312924801,7
93597,21014,0312961324,8
93600,21014,0312971346,6
93603,21014,0312978383,7
93610,21014,0316089699,9
93611,21014,0316284955,7
93613,21014,0316313084,8
93614,21014,0316313149,8
93615,21014,0316313203,8
93618,21014,0316569321,8
93622,21014,0316781010,10
93623,21014,0316781142,6
93625,21014,0316782262,8
93628,21014,0316788228,8
93629,21014,0316789089,8
93631,21014,0316850799,5
93641,21014,0345370775,5
93644,21014,0345383230,6
93647,21014,0345387651,8
93649,21014,0345391780,3
93655,21014,0345421159,6
93669,21014,0374129983,8
93672,21014,0374271755,7
93675,21014,0375500510,8
93677,21014,0375503862,6
93680,21014,0375700757,8
93683,21014,0375705171,7
93685,21014,0375705856,7
93688,21014,0375707972,4
93689,21014,0375708707,6
93692,21014,0375726349,8
93693,21014,0375726403,8
93697,21014,0380001411,5
93702,21014,0380710218,8
93708,21014,0380721783,8
93709,21014,0380724596,8
93731,21014,0385312377,7
93734,21014,0385314698,6
93735,21014,0385315279,9
93736,21014,0385318073,8
93737,21014,0385319207,10
93738,21014,0385319444,7
93741,21014,0385335881,6
93744,21014,0385337639,10
93745,21014,0385420161,3
93753,21014,0385503954,8
93755,21014,0385507607,8
93759,21014,0385722206,8
93760,21014,0385722435,8
93772,21014,0395869463,9
93781,21014,0399148027,7
93788,21014,0425147622,8
93792,21014,0425158616,7
93796,21014,0425162443,7
93798,21014,0425163407,8
93799,21014,0425164845,7
93800,21014,0425167313,8
93803,21014,0425174344,6
93806,21014,0439064872,9
93807,21014,0439101360,7
93814,21014,0440211263,8
93820,21014,0440217563,9
93822,21014,044022103X,8
93836,21014,0440234859,8
93837,21014,0440235596,8
93843,21014,0440416795,9
93844,21014,0440431808,9
93852,21014,0446358657,7
93857,21014,0446519138,9
93858,21014,0446524131,8
93874,21014,044900371X,6
93898,21014,0451160533,7
93906,21014,0451169530,8
93920,21014,0451209907,6
93926,21014,0452265169,8
93927,21014,0452267307,7
93931,21014,0452282152,8
93935,21014,0452284449,5
93952,21014,0517182378,7
93956,21014,0525941673,8
93965,21014,0553107240,6
93966,21014,0553107305,7
93967,21014,0553153277,9
93971,21014,0553234811,8
93972,21014,0553250426,10
93973,21014,0553250531,9
93976,21014,0553268880,5
93981,21014,0553278029,5
93988,21014,0553290614,6
93990,21014,0553296981,8
93991,21014,0553344862,7
94014,21014,060961097X,9
94015,21014,0609610996,8
94019,21014,0618189270,6
94021,21014,0670030473,3
94025,21014,067087907X,6
94028,21014,0670894605,8
94031,21014,0671001167,7
94034,21014,0671004549,6
94044,21014,0671041789,7
94045,21014,0671042556,9
94047,21014,0671510053,8
94049,21014,0671526723,8
94050,21014,0671633201,10
94051,21014,0671682083,8
94055,21014,0671776134,9
94061,21014,0679431403,8
94063,21014,0679439382,8
94064,21014,0679441557,8
94073,21014,0679735879,8
94077,21014,0679746048,7
94079,21014,0679751319,6
94081,21014,0679762108,7
94083,21014,067976402X,7
94085,21014,0679775439,7
94089,21014,0684801051,8
94095,21014,0684841185,9
94100,21014,0684853906,10
94106,21014,0688170528,9
94114,21014,0743222946,6
94119,21014,0743247752,5
94146,21014,0786885238,8
94162,21014,0805019669,6
94167,21014,0807083178,7
94185,21014,0871136791,9
94186,21014,0871137534,8
94187,21014,0877453292,7
94200,21014,1400030382,8
94212,21014,1558531564,6
94224,21014,1567404731,9
94229,21014,1573227889,10
94230,21014,1573228737,8
94231,21014,1573229571,2
94232,21014,1574410792,3
94233,21014,1582293082,7
94234,21014,1850893799,8
94237,21014,1888173629,5
101201,23768,0026888130,8
101203,23768,0028621697,9
101205,23768,0030850746,8
101211,23768,0060099526,9
101225,23768,0060187425,10
101232,23768,0060198125,5
101233,23768,0060201851,9
101235,23768,0060254920,9
101238,23768,0060391839,9
101248,23768,0060913983,8
101262,23768,0060929871,8
101264,23768,0060931418,9
101265,23768,0060934417,8
101273,23768,0060976454,8
101277,23768,0061009059,8
101293,23768,0062516078,9
101295,23768,0062731769,10
101305,23768,0064451232,8
101306,23768,0064451240,8
101307,23768,0064451291,8
101308,23768,006446055X,10
101312,23768,0070219079,10
101317,23768,0099586118,7
101325,23768,0140042644,9
101343,23768,0140274634,8
101345,23768,0140276904,8
101364,23768,0151006725,8
101365,23768,0151191549,9
101378,23768,0156443503,10
101379,23768,015644450X,9
101380,23768,0156505150,7
101383,23768,0156997789,9
101386,23768,0195065107,10
101402,23768,0307114414,8
101410,23768,0307204006,9
101433,23768,0312265859,8
101436,23768,0312267843,7
101466,23768,0316073016,8
101475,23768,0316548189,10
101480,23768,0316666343,7
101493,23768,0316914851,10
101494,23768,0316966207,9
101518,23768,0345379756,10
101520,23768,0345383958,9
101569,23768,037540256X,7
101582,23768,0375413634,7
101584,23768,0375415351,8
101598,23768,0375504613,7
101602,23768,0375506306,7
101603,23768,0375507477,6
101609,23768,0375703063,8
101611,23768,037570504X,7
101612,23768,0375705198,7
101623,23768,0375757430,2
101638,23768,0380718340,8
101699,23768,0385469683,8
101700,23768,0385469705,6
101708,23768,0385486588,6
101709,23768,0385486871,9
101712,23768,038548951X,8
101725,23768,0385505833,6
101736,23768,0385722435,8
101737,23768,0393027392,10
101739,23768,0393039242,9
101740,23768,0393040011,10
101748,23768,0393971414,10
101751,23768,0394423291,8
101769,23768,039480001X,9
101770,23768,0394800028,9
101771,23768,0394800133,7
101772,23768,0394800184,8
101773,23768,0394800206,7
101774,23768,039480029X,8
101775,23768,0394800303,7
101776,23768,0394800796,8
101777,23768,0394800915,8
101780,23768,039480967X,7
101788,23768,0394923952,6
101803,23768,039913929X,5
101811,23768,0399142983,6
101877,23768,0435900013,9
101891,23768,0440204194,5
101909,23768,0440226198,9
101915,23768,0440236703,8
101927,23768,0440428130,8
101956,23768,0446520802,6
101967,23768,0446530522,8
102040,23768,0449907481,8
102057,23768,0451204700,9
102079,23768,0452272467,8
102094,23768,0486266907,9
102115,23768,0516098020,8
102138,23768,0525945318,9
102140,23768,0525945644,8
102143,23768,0525946365,9
102146,23768,052594706X,9
102148,23768,0525947965,7
102149,23768,0528820745,8
102154,23768,0553109588,9
102185,23768,055327886X,7
102201,23768,0553354086,9
102203,23768,055337320X,10
102267,23768,0590463608,10
102272,23768,0590473700,9
102279,23768,0590738763,9
102283,23768,0590956175,9
102285,23768,0609600508,8
102294,23768,061810450X,2
102297,23768,0670032379,9
102301,23768,0670865796,5
102302,23768,0670869902,4
102310,23768,0670896764,7
102325,23768,0671025783,2
102330,23768,0671028448,8
102332,23768,0671035304,7
102337,23768,0671040839,9
102362,23768,0671687891,9
102369,23768,0671737953,7
102370,23768,0671740504,8
102382,23768,0671791583,8
102386,23768,0671796291,8
102392,23768,0671872001,8
102393,23768,0671880187,8
102408,23768,0679426310,10
102409,23768,067942895X,10
102426,23768,0679728589,8
102434,23768,0679738568,7
102436,23768,0679741283,10
102445,23768,0679767088,9
102454,23768,0679882820,7
102458,23768,0684196387,8
102463,23768,0684810018,9
102469,23768,0684818426,4
102478,23768,0684841177,8
102487,23768,0684857820,9
102495,23768,0684867621,6
102496,23768,068486861X,8
102503,23768,0688050212,9
102504,23768,0688079474,9
102507,23768,0688120369,10
102510,23768,0688140475,9
102512,23768,068814487X,9
102513,23768,0688149898,9
102514,23768,0688149944,7
102515,23768,0688149952,10
102518,23768,0688156983,10
102519,23768,0688163149,8
102521,23768,0688165133,5
102530,23768,068825294X,9
102541,23768,0696206366,9
102544,23768,0718146298,8
102553,23768,0743225120,6
102563,23768,0743418174,7
102571,23768,0764152688,10
102579,23768,0767915054,4
102584,23768,0785316078,5
102610,23768,0793821010,10
102639,23768,0805017860,8
102652,23768,0805063897,5
102653,23768,0805068015,7
102667,23768,0810981890,8
102675,23768,0812934539,10
102682,23768,081674033X,7
102693,23768,0836270061,8
102709,23768,0867209437,10
102710,23768,0870679880,6
102714,23768,087131925X,8
102729,23768,0887308791,7
102742,23768,0897210026,10
102753,23768,0935906037,8
102767,23768,1400031346,8
102770,23768,140003180X,7
102773,23768,1400060222,8
102777,23768,1555910807,6
102778,23768,1557739749,7
102782,23768,1558611479,7
102803,23768,1564581764,10
102805,23768,1565121651,7
102815,23768,1568580037,7
102816,23768,1568650043,10
102818,23768,1568656092,8
102827,23768,1570820457,8
102828,23768,1570820872,8
102829,23768,1570827273,8
102830,23768,1570827974,8
102831,23768,1570828016,8
102832,23768,1570828768,8
102833,23768,1572153237,9
102849,23768,1574780255,7
102856,23768,1580173128,10
102858,23768,1580630200,8
102862,23768,1586210629,8
102871,23768,1858545129,9
102877,23768,1879958236,8
102882,23768,1885222556,7
102883,23768,1885222564,7
102884,23768,1885222572,7
102885,23768,1885222580,7
102886,23768,1885222599,7
102887,23768,1885222602,7
102888,23768,1885222610,7
102889,23768,1885222629,7
102890,23768,1885222645,7
102891,23768,1885222653,7
102892,23768,1885222661,7
102893,23768,188522267X,7
102894,23768,1885222696,7
102895,23768,188522270X,7
102896,23768,1885222718,7
102897,23768,1885222726,7
102898,23768,1885222734,7
103136,23872,0020698461,5
103137,23872,0023401354,5
103138,23872,0029079705,7
103139,23872,003001512X,9
103140,23872,0030115078,5
103141,23872,003054520X,9
103142,23872,0030975891,7
103143,23872,006017143X,10
103144,23872,0060392584,8
103145,23872,0060404361,7
103146,23872,0060806982,8
103147,23872,0060915188,9
103148,23872,0060916508,7
103149,23872,0060921153,7
103150,23872,0061044571,7
103151,23872,0061058246,10
103152,23872,0061096113,8
103153,23872,0062516329,8
103154,23872,0062734288,10
103155,23872,0064637204,8
103156,23872,0070074437,7
103157,23872,0070123322,9
103158,23872,0070296979,7
103159,23872,0070465037,7
103160,23872,0070561362,5
103161,23872,0070561567,7
103162,23872,0070605769,10
103163,23872,0072295090,8
103164,23872,0130112887,8
103165,23872,0130127310,7
103166,23872,0130342653,8
103167,23872,0130464171,10
103168,23872,0130815667,9
103169,23872,0130904635,5
103170,23872,0133622290,5
103171,23872,0134792475,10
103172,23872,0139245553,5
103173,23872,0140042210,8
103174,23872,0140089225,9
103175,23872,0140186832,10
103176,23872,0140231226,7
103177,23872,0140481397,8
103179,23872,015334850X,7
103180,23872,0156838389,6
103181,23872,0157175308,8
103182,23872,0192834878,8
103183,23872,0192840282,9
103184,23872,0192876597,10
103185,23872,0195029488,2
103186,23872,0195037286,5
103187,23872,0195044509,8
103188,23872,0195081382,3
103189,23872,0195114485,8
103190,23872,0195407504,7
103191,23872,0201409488,8
103192,23872,0205309453,4
103193,23872,0226816273,10
103194,23872,023108028X,3
103195,23872,0231102976,7
103196,23872,0253188709,10
103197,23872,0275943550,9
103198,23872,0300058675,9
103199,23872,0300084285,5
103200,23872,0306444712,8
103201,23872,0306459809,10
103202,23872,0312097883,7
103203,23872,0312141017,10
103204,23872,0312143575,9
103205,23872,0312187947,10
103206,23872,0312210310,10
103207,23872,0312272243,9
103208,23872,0312631901,7
103211,23872,0312890001,10
103212,23872,0312924585,10
103213,23872,0312955006,9
103214,23872,0312964056,5
103215,23872,0313299908,2
103216,23872,0313300704,4
103217,23872,0316171638,7
103218,23872,0316829358,1
103219,23872,0316955159,6
103220,23872,0321056817,8
103221,23872,0333638557,9
103222,23872,0345296176,5
103223,23872,0345301110,8
103224,23872,0345313860,10
103225,23872,0345337662,9
103226,23872,0345339703,10
103227,23872,0345342968,9
103228,23872,0345361792,6
103229,23872,034538475X,8
103230,23872,0345391802,10
103231,23872,0345409574,3
103232,23872,0345409671,5
103233,23872,0345422384,9
103234,23872,0345434803,3
103235,23872,0373034091,5
103236,23872,0373224613,5
103237,23872,0373700059,7
103238,23872,0374321272,10
103239,23872,0374520259,6
103240,23872,0374525811,10
103241,23872,0375700366,9
103242,23872,0380002450,9
103243,23872,0380007789,8
103244,23872,0380400480,9
103245,23872,0380732661,7
103246,23872,0380769557,1
103247,23872,0380789787,10
103248,23872,0385014805,7
103249,23872,0385086164,8
103250,23872,0385098847,8
103251,23872,0385135025,7
103252,23872,0385143672,8
103253,23872,0385145969,5
103254,23872,0385188188,5
103255,23872,0385260458,10
103256,23872,0385263058,8
103257,23872,0385293054,8
103258,23872,0385308752,10
103259,23872,0385308957,10
103260,23872,0385319673,7
103261,23872,0385324073,10
103262,23872,0385333064,7
103263,23872,038541479X,7
103264,23872,0385418574,4
103265,23872,0385418965,6
103266,23872,0385470940,8
103267,23872,0385473184,10
103268,23872,0385474547,8
103269,23872,0385474555,9
103270,23872,0385478046,10
103271,23872,0385487525,2
103272,23872,0385490445,10
103273,23872,0385491026,10
103274,23872,0393006441,8
103275,23872,0393091724,10
103276,23872,0393096653,8
103277,23872,0393309762,10
103278,23872,0393972917,9
103279,23872,0393973573,8
103280,23872,0393975681,8
103281,23872,039397569X,10
103282,23872,0393977226,4
103283,23872,039453574X,10
103284,23872,0394755235,5
103285,23872,039483959X,6
103286,23872,0395081831,7
103287,23872,0395140994,6
